segment_id	seek	segment_start	segment_end	segment_text	tokens	temperature	avg_logprob	compression_ratio	no_speech_prob	segment_confidence	word_text	word_start	word_end	word_confidence
126	61548	638.6	641.96	 Vad han gjort. Det är klart att han kan vara password distinction ändå, men man ska ta en helhet.	[51464, 24788, 7276, 37420, 13, 4237, 3775, 9671, 446, 951, 7276, 4608, 17234, 11524, 16844, 24981, 1330, 11, 1706, 587, 9958, 1846, 465, 801, 9092, 13, 51664]	0.0	-0.34318964689680675	1.4479638009049773	0.01298579666763544	0.708	Vad	638.6	638.72	0.415
126	61548	638.6	641.96	 Vad han gjort. Det är klart att han kan vara password distinction ändå, men man ska ta en helhet.	[51464, 24788, 7276, 37420, 13, 4237, 3775, 9671, 446, 951, 7276, 4608, 17234, 11524, 16844, 24981, 1330, 11, 1706, 587, 9958, 1846, 465, 801, 9092, 13, 51664]	0.0	-0.34318964689680675	1.4479638009049773	0.01298579666763544	0.708	han	638.72	638.92	0.461
126	61548	638.6	641.96	 Vad han gjort. Det är klart att han kan vara password distinction ändå, men man ska ta en helhet.	[51464, 24788, 7276, 37420, 13, 4237, 3775, 9671, 446, 951, 7276, 4608, 17234, 11524, 16844, 24981, 1330, 11, 1706, 587, 9958, 1846, 465, 801, 9092, 13, 51664]	0.0	-0.34318964689680675	1.4479638009049773	0.01298579666763544	0.708	gjort.	638.92	639.14	0.406
126	61548	638.6	641.96	 Vad han gjort. Det är klart att han kan vara password distinction ändå, men man ska ta en helhet.	[51464, 24788, 7276, 37420, 13, 4237, 3775, 9671, 446, 951, 7276, 4608, 17234, 11524, 16844, 24981, 1330, 11, 1706, 587, 9958, 1846, 465, 801, 9092, 13, 51664]	0.0	-0.34318964689680675	1.4479638009049773	0.01298579666763544	0.708	Det	639.22	639.28	0.535
126	61548	638.6	641.96	 Vad han gjort. Det är klart att han kan vara password distinction ändå, men man ska ta en helhet.	[51464, 24788, 7276, 37420, 13, 4237, 3775, 9671, 446, 951, 7276, 4608, 17234, 11524, 16844, 24981, 1330, 11, 1706, 587, 9958, 1846, 465, 801, 9092, 13, 51664]	0.0	-0.34318964689680675	1.4479638009049773	0.01298579666763544	0.708	är	639.28	639.3	0.765
126	61548	638.6	641.96	 Vad han gjort. Det är klart att han kan vara password distinction ändå, men man ska ta en helhet.	[51464, 24788, 7276, 37420, 13, 4237, 3775, 9671, 446, 951, 7276, 4608, 17234, 11524, 16844, 24981, 1330, 11, 1706, 587, 9958, 1846, 465, 801, 9092, 13, 51664]	0.0	-0.34318964689680675	1.4479638009049773	0.01298579666763544	0.708	klart	639.3	639.42	0.908
126	61548	638.6	641.96	 Vad han gjort. Det är klart att han kan vara password distinction ändå, men man ska ta en helhet.	[51464, 24788, 7276, 37420, 13, 4237, 3775, 9671, 446, 951, 7276, 4608, 17234, 11524, 16844, 24981, 1330, 11, 1706, 587, 9958, 1846, 465, 801, 9092, 13, 51664]	0.0	-0.34318964689680675	1.4479638009049773	0.01298579666763544	0.708	att	639.42	639.52	0.558
126	61548	638.6	641.96	 Vad han gjort. Det är klart att han kan vara password distinction ändå, men man ska ta en helhet.	[51464, 24788, 7276, 37420, 13, 4237, 3775, 9671, 446, 951, 7276, 4608, 17234, 11524, 16844, 24981, 1330, 11, 1706, 587, 9958, 1846, 465, 801, 9092, 13, 51664]	0.0	-0.34318964689680675	1.4479638009049773	0.01298579666763544	0.708	han	639.52	639.6	0.871
126	61548	638.6	641.96	 Vad han gjort. Det är klart att han kan vara password distinction ändå, men man ska ta en helhet.	[51464, 24788, 7276, 37420, 13, 4237, 3775, 9671, 446, 951, 7276, 4608, 17234, 11524, 16844, 24981, 1330, 11, 1706, 587, 9958, 1846, 465, 801, 9092, 13, 51664]	0.0	-0.34318964689680675	1.4479638009049773	0.01298579666763544	0.708	kan	639.6	639.74	0.904
126	61548	638.6	641.96	 Vad han gjort. Det är klart att han kan vara password distinction ändå, men man ska ta en helhet.	[51464, 24788, 7276, 37420, 13, 4237, 3775, 9671, 446, 951, 7276, 4608, 17234, 11524, 16844, 24981, 1330, 11, 1706, 587, 9958, 1846, 465, 801, 9092, 13, 51664]	0.0	-0.34318964689680675	1.4479638009049773	0.01298579666763544	0.708	vara	639.74	639.86	0.734
126	61548	638.6	641.96	 Vad han gjort. Det är klart att han kan vara password distinction ändå, men man ska ta en helhet.	[51464, 24788, 7276, 37420, 13, 4237, 3775, 9671, 446, 951, 7276, 4608, 17234, 11524, 16844, 24981, 1330, 11, 1706, 587, 9958, 1846, 465, 801, 9092, 13, 51664]	0.0	-0.34318964689680675	1.4479638009049773	0.01298579666763544	0.708	password	639.86	640.2	0.576
126	61548	638.6	641.96	 Vad han gjort. Det är klart att han kan vara password distinction ändå, men man ska ta en helhet.	[51464, 24788, 7276, 37420, 13, 4237, 3775, 9671, 446, 951, 7276, 4608, 17234, 11524, 16844, 24981, 1330, 11, 1706, 587, 9958, 1846, 465, 801, 9092, 13, 51664]	0.0	-0.34318964689680675	1.4479638009049773	0.01298579666763544	0.708	distinction	640.2	640.68	0.46
126	61548	638.6	641.96	 Vad han gjort. Det är klart att han kan vara password distinction ändå, men man ska ta en helhet.	[51464, 24788, 7276, 37420, 13, 4237, 3775, 9671, 446, 951, 7276, 4608, 17234, 11524, 16844, 24981, 1330, 11, 1706, 587, 9958, 1846, 465, 801, 9092, 13, 51664]	0.0	-0.34318964689680675	1.4479638009049773	0.01298579666763544	0.708	ändå,	640.68	641.06	0.84
126	61548	638.6	641.96	 Vad han gjort. Det är klart att han kan vara password distinction ändå, men man ska ta en helhet.	[51464, 24788, 7276, 37420, 13, 4237, 3775, 9671, 446, 951, 7276, 4608, 17234, 11524, 16844, 24981, 1330, 11, 1706, 587, 9958, 1846, 465, 801, 9092, 13, 51664]	0.0	-0.34318964689680675	1.4479638009049773	0.01298579666763544	0.708	men	641.16	641.22	0.819
126	61548	638.6	641.96	 Vad han gjort. Det är klart att han kan vara password distinction ändå, men man ska ta en helhet.	[51464, 24788, 7276, 37420, 13, 4237, 3775, 9671, 446, 951, 7276, 4608, 17234, 11524, 16844, 24981, 1330, 11, 1706, 587, 9958, 1846, 465, 801, 9092, 13, 51664]	0.0	-0.34318964689680675	1.4479638009049773	0.01298579666763544	0.708	man	641.22	641.32	0.821
126	61548	638.6	641.96	 Vad han gjort. Det är klart att han kan vara password distinction ändå, men man ska ta en helhet.	[51464, 24788, 7276, 37420, 13, 4237, 3775, 9671, 446, 951, 7276, 4608, 17234, 11524, 16844, 24981, 1330, 11, 1706, 587, 9958, 1846, 465, 801, 9092, 13, 51664]	0.0	-0.34318964689680675	1.4479638009049773	0.01298579666763544	0.708	ska	641.32	641.42	0.782
126	61548	638.6	641.96	 Vad han gjort. Det är klart att han kan vara password distinction ändå, men man ska ta en helhet.	[51464, 24788, 7276, 37420, 13, 4237, 3775, 9671, 446, 951, 7276, 4608, 17234, 11524, 16844, 24981, 1330, 11, 1706, 587, 9958, 1846, 465, 801, 9092, 13, 51664]	0.0	-0.34318964689680675	1.4479638009049773	0.01298579666763544	0.708	ta	641.42	641.54	0.743
126	61548	638.6	641.96	 Vad han gjort. Det är klart att han kan vara password distinction ändå, men man ska ta en helhet.	[51464, 24788, 7276, 37420, 13, 4237, 3775, 9671, 446, 951, 7276, 4608, 17234, 11524, 16844, 24981, 1330, 11, 1706, 587, 9958, 1846, 465, 801, 9092, 13, 51664]	0.0	-0.34318964689680675	1.4479638009049773	0.01298579666763544	0.708	en	641.54	641.66	0.872
126	61548	638.6	641.96	 Vad han gjort. Det är klart att han kan vara password distinction ändå, men man ska ta en helhet.	[51464, 24788, 7276, 37420, 13, 4237, 3775, 9671, 446, 951, 7276, 4608, 17234, 11524, 16844, 24981, 1330, 11, 1706, 587, 9958, 1846, 465, 801, 9092, 13, 51664]	0.0	-0.34318964689680675	1.4479638009049773	0.01298579666763544	0.708	helhet.	641.66	641.96	0.961
127	61548	642.7	643.86	 Exakt, exakt.	[51664, 2111, 5886, 11, 454, 5886, 13, 51764]	0.0	-0.34318964689680675	1.4479638009049773	0.01298579666763544	0.851	Exakt,	642.7	643.36	0.789
127	61548	642.7	643.86	 Exakt, exakt.	[51664, 2111, 5886, 11, 454, 5886, 13, 51764]	0.0	-0.34318964689680675	1.4479638009049773	0.01298579666763544	0.851	exakt.	643.46	643.86	0.918
128	64348	644.52	648.22	 Och om man kollar på sista, Zhang. Eller vad hette hon?	[50364, 13128, 3406, 587, 350, 30486, 4170, 262, 5236, 11, 17729, 13, 45719, 16684, 276, 3007, 2157, 30, 50614]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.577	Och	644.52	644.7	0.544
128	64348	644.52	648.22	 Och om man kollar på sista, Zhang. Eller vad hette hon?	[50364, 13128, 3406, 587, 350, 30486, 4170, 262, 5236, 11, 17729, 13, 45719, 16684, 276, 3007, 2157, 30, 50614]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.577	om	644.7	644.86	0.595
128	64348	644.52	648.22	 Och om man kollar på sista, Zhang. Eller vad hette hon?	[50364, 13128, 3406, 587, 350, 30486, 4170, 262, 5236, 11, 17729, 13, 45719, 16684, 276, 3007, 2157, 30, 50614]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.577	man	644.86	644.96	0.859
128	64348	644.52	648.22	 Och om man kollar på sista, Zhang. Eller vad hette hon?	[50364, 13128, 3406, 587, 350, 30486, 4170, 262, 5236, 11, 17729, 13, 45719, 16684, 276, 3007, 2157, 30, 50614]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.577	kollar	644.96	645.24	0.853
128	64348	644.52	648.22	 Och om man kollar på sista, Zhang. Eller vad hette hon?	[50364, 13128, 3406, 587, 350, 30486, 4170, 262, 5236, 11, 17729, 13, 45719, 16684, 276, 3007, 2157, 30, 50614]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.577	på	645.24	645.56	0.506
128	64348	644.52	648.22	 Och om man kollar på sista, Zhang. Eller vad hette hon?	[50364, 13128, 3406, 587, 350, 30486, 4170, 262, 5236, 11, 17729, 13, 45719, 16684, 276, 3007, 2157, 30, 50614]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.577	sista,	645.56	646.34	0.634
128	64348	644.52	648.22	 Och om man kollar på sista, Zhang. Eller vad hette hon?	[50364, 13128, 3406, 587, 350, 30486, 4170, 262, 5236, 11, 17729, 13, 45719, 16684, 276, 3007, 2157, 30, 50614]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.577	Zhang.	646.6	647.36	0.138
128	64348	644.52	648.22	 Och om man kollar på sista, Zhang. Eller vad hette hon?	[50364, 13128, 3406, 587, 350, 30486, 4170, 262, 5236, 11, 17729, 13, 45719, 16684, 276, 3007, 2157, 30, 50614]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.577	Eller	647.6	647.74	0.295
128	64348	644.52	648.22	 Och om man kollar på sista, Zhang. Eller vad hette hon?	[50364, 13128, 3406, 587, 350, 30486, 4170, 262, 5236, 11, 17729, 13, 45719, 16684, 276, 3007, 2157, 30, 50614]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.577	vad	647.74	647.82	0.591
128	64348	644.52	648.22	 Och om man kollar på sista, Zhang. Eller vad hette hon?	[50364, 13128, 3406, 587, 350, 30486, 4170, 262, 5236, 11, 17729, 13, 45719, 16684, 276, 3007, 2157, 30, 50614]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.577	hette	647.82	648.0	0.702
128	64348	644.52	648.22	 Och om man kollar på sista, Zhang. Eller vad hette hon?	[50364, 13128, 3406, 587, 350, 30486, 4170, 262, 5236, 11, 17729, 13, 45719, 16684, 276, 3007, 2157, 30, 50614]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.577	hon?	648.0	648.22	0.929
129	64348	648.3	650.36	 Zhang i förnamn i alla fall va?	[50614, 17729, 741, 4816, 5378, 77, 741, 11591, 2100, 2773, 30, 50714]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.554	Zhang	648.3	649.02	0.505
129	64348	648.3	650.36	 Zhang i förnamn i alla fall va?	[50614, 17729, 741, 4816, 5378, 77, 741, 11591, 2100, 2773, 30, 50714]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.554	i	649.02	649.3	0.335
129	64348	648.3	650.36	 Zhang i förnamn i alla fall va?	[50614, 17729, 741, 4816, 5378, 77, 741, 11591, 2100, 2773, 30, 50714]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.554	förnamn	649.3	649.72	0.638
129	64348	648.3	650.36	 Zhang i förnamn i alla fall va?	[50614, 17729, 741, 4816, 5378, 77, 741, 11591, 2100, 2773, 30, 50714]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.554	i	649.72	649.82	0.555
129	64348	648.3	650.36	 Zhang i förnamn i alla fall va?	[50614, 17729, 741, 4816, 5378, 77, 741, 11591, 2100, 2773, 30, 50714]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.554	alla	649.82	649.98	0.592
129	64348	648.3	650.36	 Zhang i förnamn i alla fall va?	[50614, 17729, 741, 4816, 5378, 77, 741, 11591, 2100, 2773, 30, 50714]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.554	fall	649.98	650.12	0.842
129	64348	648.3	650.36	 Zhang i förnamn i alla fall va?	[50614, 17729, 741, 4816, 5378, 77, 741, 11591, 2100, 2773, 30, 50714]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.554	va?	650.12	650.36	0.402
130	64348	651.42	653.3	 Nej, förnamn, förlåt, Zhang.	[50714, 33840, 11, 4816, 5378, 77, 11, 4816, 75, 45845, 11, 17729, 13, 50864]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.841	Nej,	651.42	652.26	0.583
130	64348	651.42	653.3	 Nej, förnamn, förlåt, Zhang.	[50714, 33840, 11, 4816, 5378, 77, 11, 4816, 75, 45845, 11, 17729, 13, 50864]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.841	förnamn,	652.38	652.78	0.881
130	64348	651.42	653.3	 Nej, förnamn, förlåt, Zhang.	[50714, 33840, 11, 4816, 5378, 77, 11, 4816, 75, 45845, 11, 17729, 13, 50864]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.841	förlåt,	652.88	653.0	0.906
130	64348	651.42	653.3	 Nej, förnamn, förlåt, Zhang.	[50714, 33840, 11, 4816, 5378, 77, 11, 4816, 75, 45845, 11, 17729, 13, 50864]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.841	Zhang.	653.08	653.3	0.842
131	64348	655.98	657.66	 Hon har också börjat jobba väldigt sent.	[50864, 6625, 2233, 13312, 21175, 44254, 1691, 4231, 19888, 2279, 13, 51064]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.8	Hon	655.98	656.22	0.696
131	64348	655.98	657.66	 Hon har också börjat jobba väldigt sent.	[50864, 6625, 2233, 13312, 21175, 44254, 1691, 4231, 19888, 2279, 13, 51064]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.8	har	656.22	656.34	0.884
131	64348	655.98	657.66	 Hon har också börjat jobba väldigt sent.	[50864, 6625, 2233, 13312, 21175, 44254, 1691, 4231, 19888, 2279, 13, 51064]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.8	också	656.34	656.5	0.81
131	64348	655.98	657.66	 Hon har också börjat jobba väldigt sent.	[50864, 6625, 2233, 13312, 21175, 44254, 1691, 4231, 19888, 2279, 13, 51064]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.8	börjat	656.5	656.72	0.955
131	64348	655.98	657.66	 Hon har också börjat jobba väldigt sent.	[50864, 6625, 2233, 13312, 21175, 44254, 1691, 4231, 19888, 2279, 13, 51064]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.8	jobba	656.72	656.94	0.915
131	64348	655.98	657.66	 Hon har också börjat jobba väldigt sent.	[50864, 6625, 2233, 13312, 21175, 44254, 1691, 4231, 19888, 2279, 13, 51064]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.8	väldigt	656.94	657.14	0.413
131	64348	655.98	657.66	 Hon har också börjat jobba väldigt sent.	[50864, 6625, 2233, 13312, 21175, 44254, 1691, 4231, 19888, 2279, 13, 51064]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.8	sent.	657.14	657.66	0.857
132	64348	658.14	659.84	 Då väljer vi första va?	[51064, 26339, 22974, 14219, 1932, 44203, 2773, 30, 51214]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.742	Då	658.14	658.62	0.418
132	64348	658.14	659.84	 Då väljer vi första va?	[51064, 26339, 22974, 14219, 1932, 44203, 2773, 30, 51214]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.742	väljer	658.62	659.28	0.93
132	64348	658.14	659.84	 Då väljer vi första va?	[51064, 26339, 22974, 14219, 1932, 44203, 2773, 30, 51214]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.742	vi	659.28	659.38	0.901
132	64348	658.14	659.84	 Då väljer vi första va?	[51064, 26339, 22974, 14219, 1932, 44203, 2773, 30, 51214]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.742	första	659.38	659.64	0.716
132	64348	658.14	659.84	 Då väljer vi första va?	[51064, 26339, 22974, 14219, 1932, 44203, 2773, 30, 51214]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.742	va?	659.64	659.84	0.714
133	64348	659.98	661.48	 Ja, jag tycker det.	[51214, 3530, 11, 6368, 31053, 1141, 13, 51314]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.792	Ja,	659.98	660.9	0.569
133	64348	659.98	661.48	 Ja, jag tycker det.	[51214, 3530, 11, 6368, 31053, 1141, 13, 51314]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.792	jag	660.9	661.02	0.885
133	64348	659.98	661.48	 Ja, jag tycker det.	[51214, 3530, 11, 6368, 31053, 1141, 13, 51314]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.792	tycker	661.02	661.28	0.87
133	64348	659.98	661.48	 Ja, jag tycker det.	[51214, 3530, 11, 6368, 31053, 1141, 13, 51314]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.792	det.	661.28	661.48	0.899
134	64348	662.44	663.03	 Berg va?	[51314, 27511, 2773, 30, 51364]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.742	Berg	662.44	662.86	0.83
134	64348	662.44	663.03	 Berg va?	[51314, 27511, 2773, 30, 51364]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.742	va?	662.86	663.03	0.663
135	64348	663.03	664.58	 Alexander.	[51364, 14845, 13, 51464]	0.0	-0.3919285942526425	1.3567251461988303	0.004805607721209526	0.802	Alexander.	663.03	664.58	0.802
136	66548	668.48	669.36	 Och då.	[50414, 13128, 13762, 13, 50614]	0.0	-0.2352642260099712	1.412162162162162	0.10142094641923904	0.549	Och	668.48	668.6	0.33
136	66548	668.48	669.36	 Och då.	[50414, 13128, 13762, 13, 50614]	0.0	-0.2352642260099712	1.412162162162162	0.10142094641923904	0.549	då.	668.6	669.36	0.914
137	66548	670.68	676.68	 Era uppgiften var att välja en kandidat att kalla på intervju och då väljer ni denna personen.	[50614, 23071, 11775, 70, 351, 1147, 1374, 951, 22974, 2938, 465, 350, 48810, 267, 951, 350, 10352, 4170, 728, 85, 8954, 3795, 13762, 22974, 14219, 3867, 1441, 629, 954, 268, 13, 50914]	0.0	-0.2352642260099712	1.412162162162162	0.10142094641923904	0.831	Era	670.68	670.98	0.807
137	66548	670.68	676.68	 Era uppgiften var att välja en kandidat att kalla på intervju och då väljer ni denna personen.	[50614, 23071, 11775, 70, 351, 1147, 1374, 951, 22974, 2938, 465, 350, 48810, 267, 951, 350, 10352, 4170, 728, 85, 8954, 3795, 13762, 22974, 14219, 3867, 1441, 629, 954, 268, 13, 50914]	0.0	-0.2352642260099712	1.412162162162162	0.10142094641923904	0.831	uppgiften	670.98	671.84	0.761
137	66548	670.68	676.68	 Era uppgiften var att välja en kandidat att kalla på intervju och då väljer ni denna personen.	[50614, 23071, 11775, 70, 351, 1147, 1374, 951, 22974, 2938, 465, 350, 48810, 267, 951, 350, 10352, 4170, 728, 85, 8954, 3795, 13762, 22974, 14219, 3867, 1441, 629, 954, 268, 13, 50914]	0.0	-0.2352642260099712	1.412162162162162	0.10142094641923904	0.831	var	671.84	672.08	0.838
137	66548	670.68	676.68	 Era uppgiften var att välja en kandidat att kalla på intervju och då väljer ni denna personen.	[50614, 23071, 11775, 70, 351, 1147, 1374, 951, 22974, 2938, 465, 350, 48810, 267, 951, 350, 10352, 4170, 728, 85, 8954, 3795, 13762, 22974, 14219, 3867, 1441, 629, 954, 268, 13, 50914]	0.0	-0.2352642260099712	1.412162162162162	0.10142094641923904	0.831	att	672.08	672.32	0.824
137	66548	670.68	676.68	 Era uppgiften var att välja en kandidat att kalla på intervju och då väljer ni denna personen.	[50614, 23071, 11775, 70, 351, 1147, 1374, 951, 22974, 2938, 465, 350, 48810, 267, 951, 350, 10352, 4170, 728, 85, 8954, 3795, 13762, 22974, 14219, 3867, 1441, 629, 954, 268, 13, 50914]	0.0	-0.2352642260099712	1.412162162162162	0.10142094641923904	0.831	välja	672.32	672.66	0.946
137	66548	670.68	676.68	 Era uppgiften var att välja en kandidat att kalla på intervju och då väljer ni denna personen.	[50614, 23071, 11775, 70, 351, 1147, 1374, 951, 22974, 2938, 465, 350, 48810, 267, 951, 350, 10352, 4170, 728, 85, 8954, 3795, 13762, 22974, 14219, 3867, 1441, 629, 954, 268, 13, 50914]	0.0	-0.2352642260099712	1.412162162162162	0.10142094641923904	0.831	en	672.66	672.92	0.91
137	66548	670.68	676.68	 Era uppgiften var att välja en kandidat att kalla på intervju och då väljer ni denna personen.	[50614, 23071, 11775, 70, 351, 1147, 1374, 951, 22974, 2938, 465, 350, 48810, 267, 951, 350, 10352, 4170, 728, 85, 8954, 3795, 13762, 22974, 14219, 3867, 1441, 629, 954, 268, 13, 50914]	0.0	-0.2352642260099712	1.412162162162162	0.10142094641923904	0.831	kandidat	672.92	673.54	0.948
137	66548	670.68	676.68	 Era uppgiften var att välja en kandidat att kalla på intervju och då väljer ni denna personen.	[50614, 23071, 11775, 70, 351, 1147, 1374, 951, 22974, 2938, 465, 350, 48810, 267, 951, 350, 10352, 4170, 728, 85, 8954, 3795, 13762, 22974, 14219, 3867, 1441, 629, 954, 268, 13, 50914]	0.0	-0.2352642260099712	1.412162162162162	0.10142094641923904	0.831	att	673.54	673.66	0.528
137	66548	670.68	676.68	 Era uppgiften var att välja en kandidat att kalla på intervju och då väljer ni denna personen.	[50614, 23071, 11775, 70, 351, 1147, 1374, 951, 22974, 2938, 465, 350, 48810, 267, 951, 350, 10352, 4170, 728, 85, 8954, 3795, 13762, 22974, 14219, 3867, 1441, 629, 954, 268, 13, 50914]	0.0	-0.2352642260099712	1.412162162162162	0.10142094641923904	0.831	kalla	673.66	673.84	0.944
137	66548	670.68	676.68	 Era uppgiften var att välja en kandidat att kalla på intervju och då väljer ni denna personen.	[50614, 23071, 11775, 70, 351, 1147, 1374, 951, 22974, 2938, 465, 350, 48810, 267, 951, 350, 10352, 4170, 728, 85, 8954, 3795, 13762, 22974, 14219, 3867, 1441, 629, 954, 268, 13, 50914]	0.0	-0.2352642260099712	1.412162162162162	0.10142094641923904	0.831	på	673.84	674.0	0.952
137	66548	670.68	676.68	 Era uppgiften var att välja en kandidat att kalla på intervju och då väljer ni denna personen.	[50614, 23071, 11775, 70, 351, 1147, 1374, 951, 22974, 2938, 465, 350, 48810, 267, 951, 350, 10352, 4170, 728, 85, 8954, 3795, 13762, 22974, 14219, 3867, 1441, 629, 954, 268, 13, 50914]	0.0	-0.2352642260099712	1.412162162162162	0.10142094641923904	0.831	intervju	674.0	674.44	0.842
137	66548	670.68	676.68	 Era uppgiften var att välja en kandidat att kalla på intervju och då väljer ni denna personen.	[50614, 23071, 11775, 70, 351, 1147, 1374, 951, 22974, 2938, 465, 350, 48810, 267, 951, 350, 10352, 4170, 728, 85, 8954, 3795, 13762, 22974, 14219, 3867, 1441, 629, 954, 268, 13, 50914]	0.0	-0.2352642260099712	1.412162162162162	0.10142094641923904	0.831	och	674.44	674.58	0.49
137	66548	670.68	676.68	 Era uppgiften var att välja en kandidat att kalla på intervju och då väljer ni denna personen.	[50614, 23071, 11775, 70, 351, 1147, 1374, 951, 22974, 2938, 465, 350, 48810, 267, 951, 350, 10352, 4170, 728, 85, 8954, 3795, 13762, 22974, 14219, 3867, 1441, 629, 954, 268, 13, 50914]	0.0	-0.2352642260099712	1.412162162162162	0.10142094641923904	0.831	då	674.58	674.72	0.921
137	66548	670.68	676.68	 Era uppgiften var att välja en kandidat att kalla på intervju och då väljer ni denna personen.	[50614, 23071, 11775, 70, 351, 1147, 1374, 951, 22974, 2938, 465, 350, 48810, 267, 951, 350, 10352, 4170, 728, 85, 8954, 3795, 13762, 22974, 14219, 3867, 1441, 629, 954, 268, 13, 50914]	0.0	-0.2352642260099712	1.412162162162162	0.10142094641923904	0.831	väljer	674.72	675.1	0.936
137	66548	670.68	676.68	 Era uppgiften var att välja en kandidat att kalla på intervju och då väljer ni denna personen.	[50614, 23071, 11775, 70, 351, 1147, 1374, 951, 22974, 2938, 465, 350, 48810, 267, 951, 350, 10352, 4170, 728, 85, 8954, 3795, 13762, 22974, 14219, 3867, 1441, 629, 954, 268, 13, 50914]	0.0	-0.2352642260099712	1.412162162162162	0.10142094641923904	0.831	ni	675.1	675.4	0.796
137	66548	670.68	676.68	 Era uppgiften var att välja en kandidat att kalla på intervju och då väljer ni denna personen.	[50614, 23071, 11775, 70, 351, 1147, 1374, 951, 22974, 2938, 465, 350, 48810, 267, 951, 350, 10352, 4170, 728, 85, 8954, 3795, 13762, 22974, 14219, 3867, 1441, 629, 954, 268, 13, 50914]	0.0	-0.2352642260099712	1.412162162162162	0.10142094641923904	0.831	denna	675.4	676.1	0.761
137	66548	670.68	676.68	 Era uppgiften var att välja en kandidat att kalla på intervju och då väljer ni denna personen.	[50614, 23071, 11775, 70, 351, 1147, 1374, 951, 22974, 2938, 465, 350, 48810, 267, 951, 350, 10352, 4170, 728, 85, 8954, 3795, 13762, 22974, 14219, 3867, 1441, 629, 954, 268, 13, 50914]	0.0	-0.2352642260099712	1.412162162162162	0.10142094641923904	0.831	personen.	676.1	676.68	0.864
138	66548	677.02	681.52	 Om ni kunde välja fler så har ni haft de här tre kandidaterna då.	[50914, 9757, 3867, 350, 13271, 22974, 2938, 932, 260, 4719, 2233, 3867, 32329, 368, 6533, 2192, 350, 48810, 771, 629, 13762, 13, 51164]	0.0	-0.2352642260099712	1.412162162162162	0.10142094641923904	0.877	Om	677.02	677.26	0.747
138	66548	677.02	681.52	 Om ni kunde välja fler så har ni haft de här tre kandidaterna då.	[50914, 9757, 3867, 350, 13271, 22974, 2938, 932, 260, 4719, 2233, 3867, 32329, 368, 6533, 2192, 350, 48810, 771, 629, 13762, 13, 51164]	0.0	-0.2352642260099712	1.412162162162162	0.10142094641923904	0.877	ni	677.26	677.4	0.921
